Administracion;/dashboard;0;0;true;add_moderator
Usuarios;/dashboard/usuarios;1;1;true;account_circle
Roles;/dashboard/roles;1;2;true;badge
Accesos;/dashboard/accesos;1;3;true;add_moderator
Vehiculos;/vehiculos;0;0;true;icono
Registro;/vehiculos/registro;5;0;true;local_shipping
Asignacion;/vehiculos/asignacion;5;0;true;car_rental
Mantenimiento;/vehiculos/mantenimiento;5;0;true;car_rental
